collection_date,collection_time,date,departure_date,route,airline,source,lead_time,base_fare,taxes,fees,total_fare,availability
2026-09-07,15:26:41,2026-09-07,2026-09-08,DEL-HYD,IndiGo,mock,1,,,,8655.77,available
2026-09-07,15:26:41,2026-09-07,2026-09-14,DEL-HYD,IndiGo,mock,7,,,,6311.39,available
2026-09-07,15:26:41,2026-09-07,2026-09-22,DEL-HYD,IndiGo,mock,15,,,,4970.02,available
2026-09-07,15:26:41,2026-09-07,2026-10-07,DEL-HYD,IndiGo,mock,30,,,,4597.72,available
2026-09-07,15:26:41,2026-09-07,2026-10-22,DEL-HYD,IndiGo,mock,45,,,,5229.45,available
2026-09-07,15:26:41,2026-09-07,2026-09-08,DEL-HYD,Air India,mock,1,,,,9864.1,available
2026-09-07,15:26:41,2026-09-07,2026-09-14,DEL-HYD,Air India,mock,7,,,,6851.71,available
2026-09-07,15:26:41,2026-09-07,2026-09-22,DEL-HYD,Air India,mock,15,,,,5073.19,available
2026-09-07,15:26:41,2026-09-07,2026-10-07,DEL-HYD,Air India,mock,30,,,,5760.34,available
2026-09-07,15:26:41,2026-09-07,2026-10-22,DEL-HYD,Air India,mock,45,,,,5262.23,available
2026-09-07,15:26:41,2026-09-07,2026-09-08,DEL-HYD,SpiceJet,mock,1,,,,8117.1,available
2026-09-07,15:26:41,2026-09-07,2026-09-14,DEL-HYD,SpiceJet,mock,7,,,,5192.07,available
2026-09-07,15:26:41,2026-09-07,2026-09-22,DEL-HYD,SpiceJet,mock,15,,,,5151.31,available
2026-09-07,15:26:41,2026-09-07,2026-10-07,DEL-HYD,SpiceJet,mock,30,,,,4691.23,available
2026-09-07,15:26:41,2026-09-07,2026-10-22,DEL-HYD,SpiceJet,mock,45,,,,4822.84,available
2026-09-07,15:26:41,2026-09-07,2026-09-08,DEL-HYD,Akasa Air,mock,1,,,,8593.07,available
2026-09-07,15:26:41,2026-09-07,2026-09-14,DEL-HYD,Akasa Air,mock,7,,,,5349.08,available
2026-09-07,15:26:41,2026-09-07,2026-09-22,DEL-HYD,Akasa Air,mock,15,,,,4677.5,available
2026-09-07,15:26:41,2026-09-07,2026-10-07,DEL-HYD,Akasa Air,mock,30,,,,5133.83,available
2026-09-07,15:26:41,2026-09-07,2026-10-22,DEL-HYD,Akasa Air,mock,45,,,,4700.36,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BOM,IndiGo,mock,1,,,,9797.8,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BOM,IndiGo,mock,7,,,,5807.54,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BOM,IndiGo,mock,15,,,,4598.43,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BOM,IndiGo,mock,30,,,,4619.97,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BOM,IndiGo,mock,45,,,,4639.0,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BOM,Air India,mock,1,,,,9299.46,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BOM,Air India,mock,7,,,,6685.9,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BOM,Air India,mock,15,,,,5917.88,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BOM,Air India,mock,30,,,,5413.43,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BOM,Air India,mock,45,,,,5160.61,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BOM,SpiceJet,mock,1,,,,9711.43,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BOM,SpiceJet,mock,7,,,,5718.45,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BOM,SpiceJet,mock,15,,,,5033.55,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BOM,SpiceJet,mock,30,,,,5271.41,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BOM,SpiceJet,mock,45,,,,4931.97,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BOM,Akasa Air,mock,1,,,,9749.69,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BOM,Akasa Air,mock,7,,,,5682.71,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BOM,Akasa Air,mock,15,,,,4870.43,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BOM,Akasa Air,mock,30,,,,5243.16,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BOM,Akasa Air,mock,45,,,,5324.84,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BLR,IndiGo,mock,1,,,,11595.1,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BLR,IndiGo,mock,7,,,,7707.97,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BLR,IndiGo,mock,15,,,,5484.93,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BLR,IndiGo,mock,30,,,,6314.3,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BLR,IndiGo,mock,45,,,,5440.44,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BLR,Air India,mock,1,,,,12085.04,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BLR,Air India,mock,7,,,,8608.16,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BLR,Air India,mock,15,,,,6813.55,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BLR,Air India,mock,30,,,,6541.51,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BLR,Air India,mock,45,,,,7253.46,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BLR,SpiceJet,mock,1,,,,10098.65,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BLR,SpiceJet,mock,7,,,,6505.27,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BLR,SpiceJet,mock,15,,,,6310.47,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BLR,SpiceJet,mock,30,,,,6502.41,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BLR,SpiceJet,mock,45,,,,5927.85,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-BLR,Akasa Air,mock,1,,,,10152.13,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-BLR,Akasa Air,mock,7,,,,7585.33,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-BLR,Akasa Air,mock,15,,,,5655.46,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-BLR,Akasa Air,mock,30,,,,5882.86,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-BLR,Akasa Air,mock,45,,,,6252.97,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,BOM-BLR,IndiGo,mock,1,,,,8562.42,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,BOM-BLR,IndiGo,mock,7,,,,5625.52,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,BOM-BLR,IndiGo,mock,15,,,,4672.07,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,BOM-BLR,IndiGo,mock,30,,,,4343.76,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,BOM-BLR,IndiGo,mock,45,,,,4370.46,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,BOM-BLR,Air India,mock,1,,,,8531.89,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,BOM-BLR,Air India,mock,7,,,,6303.82,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,BOM-BLR,Air India,mock,15,,,,5317.15,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,BOM-BLR,Air India,mock,30,,,,5400.02,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,BOM-BLR,Air India,mock,45,,,,4777.05,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,BOM-BLR,SpiceJet,mock,1,,,,7510.29,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,BOM-BLR,SpiceJet,mock,7,,,,5427.63,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,BOM-BLR,SpiceJet,mock,15,,,,4167.23,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,BOM-BLR,SpiceJet,mock,30,,,,4319.56,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,BOM-BLR,SpiceJet,mock,45,,,,4937.66,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,BOM-BLR,Akasa Air,mock,1,,,,8891.4,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,BOM-BLR,Akasa Air,mock,7,,,,5539.54,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,BOM-BLR,Akasa Air,mock,15,,,,4631.78,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,BOM-BLR,Akasa Air,mock,30,,,,4594.61,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,BOM-BLR,Akasa Air,mock,45,,,,4691.67,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-HYD,IndiGo,mock,1,,,,9421.22,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-HYD,IndiGo,mock,7,,,,5957.69,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-HYD,IndiGo,mock,15,,,,4680.4,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-HYD,IndiGo,mock,30,,,,4865.74,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-HYD,IndiGo,mock,45,,,,4957.05,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-HYD,Air India,mock,1,,,,8801.93,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-HYD,Air India,mock,7,,,,6170.86,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-HYD,Air India,mock,15,,,,5583.41,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-HYD,Air India,mock,30,,,,4755.36,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-HYD,Air India,mock,45,,,,5604.35,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-HYD,SpiceJet,mock,1,,,,8686.48,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-HYD,SpiceJet,mock,7,,,,5832.62,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-HYD,SpiceJet,mock,15,,,,4731.9,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-HYD,SpiceJet,mock,30,,,,4623.52,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-HYD,SpiceJet,mock,45,,,,4781.18,available
2026-09-07,22:41:59,2026-09-07,2026-09-08,DEL-HYD,Akasa Air,mock,1,,,,9213.99,available
2026-09-07,22:41:59,2026-09-07,2026-09-14,DEL-HYD,Akasa Air,mock,7,,,,5483.39,available
2026-09-07,22:41:59,2026-09-07,2026-09-22,DEL-HYD,Akasa Air,mock,15,,,,4505.94,available
2026-09-07,22:41:59,2026-09-07,2026-10-07,DEL-HYD,Akasa Air,mock,30,,,,4608.69,available
2026-09-07,22:41:59,2026-09-07,2026-10-22,DEL-HYD,Akasa Air,mock,45,,,,4325.3,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BOM,IndiGo,mock,1,,,,9147.28,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BOM,IndiGo,mock,7,,,,5873.95,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BOM,IndiGo,mock,15,,,,5091.65,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BOM,IndiGo,mock,30,,,,4670.3,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BOM,IndiGo,mock,45,,,,5331.74,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BOM,Air India,mock,1,,,,9707.07,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BOM,Air India,mock,7,,,,7079.69,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BOM,Air India,mock,15,,,,5284.78,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BOM,Air India,mock,30,,,,5365.46,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BOM,Air India,mock,45,,,,5747.35,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BOM,SpiceJet,mock,1,,,,8619.56,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BOM,SpiceJet,mock,7,,,,6356.86,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BOM,SpiceJet,mock,15,,,,5265.37,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BOM,SpiceJet,mock,30,,,,4547.23,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BOM,SpiceJet,mock,45,,,,5293.98,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BOM,Akasa Air,mock,1,,,,8152.44,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BOM,Akasa Air,mock,7,,,,5698.4,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BOM,Akasa Air,mock,15,,,,5455.67,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BOM,Akasa Air,mock,30,,,,4743.56,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BOM,Akasa Air,mock,45,,,,5179.0,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BLR,IndiGo,mock,1,,,,11586.79,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BLR,IndiGo,mock,7,,,,6698.94,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BLR,IndiGo,mock,15,,,,6067.01,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BLR,IndiGo,mock,30,,,,5713.56,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BLR,IndiGo,mock,45,,,,6110.62,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BLR,Air India,mock,1,,,,11688.98,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BLR,Air India,mock,7,,,,8530.49,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BLR,Air India,mock,15,,,,6033.06,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BLR,Air India,mock,30,,,,6755.36,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BLR,Air India,mock,45,,,,7097.9,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BLR,SpiceJet,mock,1,,,,10654.22,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BLR,SpiceJet,mock,7,,,,7165.94,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BLR,SpiceJet,mock,15,,,,5676.92,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BLR,SpiceJet,mock,30,,,,6458.72,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BLR,SpiceJet,mock,45,,,,5662.72,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-BLR,Akasa Air,mock,1,,,,11172.19,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-BLR,Akasa Air,mock,7,,,,7073.76,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-BLR,Akasa Air,mock,15,,,,5609.25,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-BLR,Akasa Air,mock,30,,,,6426.7,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-BLR,Akasa Air,mock,45,,,,5710.67,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,BOM-BLR,IndiGo,mock,1,,,,7823.17,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,BOM-BLR,IndiGo,mock,7,,,,5534.33,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,BOM-BLR,IndiGo,mock,15,,,,4391.27,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,BOM-BLR,IndiGo,mock,30,,,,4850.66,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,BOM-BLR,IndiGo,mock,45,,,,4433.67,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,BOM-BLR,Air India,mock,1,,,,9410.71,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,BOM-BLR,Air India,mock,7,,,,5736.5,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,BOM-BLR,Air India,mock,15,,,,4793.36,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,BOM-BLR,Air India,mock,30,,,,4501.12,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,BOM-BLR,Air India,mock,45,,,,5122.94,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,BOM-BLR,SpiceJet,mock,1,,,,8825.42,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,BOM-BLR,SpiceJet,mock,7,,,,5114.02,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,BOM-BLR,SpiceJet,mock,15,,,,4625.3,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,BOM-BLR,SpiceJet,mock,30,,,,4071.68,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,BOM-BLR,SpiceJet,mock,45,,,,4646.2,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,BOM-BLR,Akasa Air,mock,1,,,,8811.88,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,BOM-BLR,Akasa Air,mock,7,,,,5217.7,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,BOM-BLR,Akasa Air,mock,15,,,,4083.92,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,BOM-BLR,Akasa Air,mock,30,,,,4079.83,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,BOM-BLR,Akasa Air,mock,45,,,,4475.5,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-HYD,IndiGo,mock,1,,,,8793.54,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-HYD,IndiGo,mock,7,,,,5202.08,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-HYD,IndiGo,mock,15,,,,5120.29,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-HYD,IndiGo,mock,30,,,,4895.45,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-HYD,IndiGo,mock,45,,,,5258.49,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-HYD,Air India,mock,1,,,,8679.72,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-HYD,Air India,mock,7,,,,6141.62,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-HYD,Air India,mock,15,,,,5300.37,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-HYD,Air India,mock,30,,,,5629.91,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-HYD,Air India,mock,45,,,,5049.82,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-HYD,SpiceJet,mock,1,,,,8206.58,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-HYD,SpiceJet,mock,7,,,,5480.84,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-HYD,SpiceJet,mock,15,,,,5008.7,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-HYD,SpiceJet,mock,30,,,,5169.22,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-HYD,SpiceJet,mock,45,,,,5140.08,available
2026-09-07,22:46:18,2026-09-07,2026-09-08,DEL-HYD,Akasa Air,mock,1,,,,8498.51,available
2026-09-07,22:46:18,2026-09-07,2026-09-14,DEL-HYD,Akasa Air,mock,7,,,,5476.75,available
2026-09-07,22:46:18,2026-09-07,2026-09-22,DEL-HYD,Akasa Air,mock,15,,,,4663.64,available
2026-09-07,22:46:18,2026-09-07,2026-10-07,DEL-HYD,Akasa Air,mock,30,,,,4389.61,available
2026-09-07,22:46:18,2026-09-07,2026-10-22,DEL-HYD,Akasa Air,mock,45,,,,4322.14,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BOM,IndiGo,mock,1,,,,9858.41,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BOM,IndiGo,mock,7,,,,5580.83,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BOM,IndiGo,mock,15,,,,5155.14,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BOM,IndiGo,mock,30,,,,5221.41,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BOM,IndiGo,mock,45,,,,4513.66,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BOM,Air India,mock,1,,,,10449.7,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BOM,Air India,mock,7,,,,6990.2,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BOM,Air India,mock,15,,,,5905.81,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BOM,Air India,mock,30,,,,5770.61,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BOM,Air India,mock,45,,,,5912.28,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BOM,SpiceJet,mock,1,,,,9043.11,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BOM,SpiceJet,mock,7,,,,6040.46,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BOM,SpiceJet,mock,15,,,,4903.64,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BOM,SpiceJet,mock,30,,,,5137.24,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BOM,SpiceJet,mock,45,,,,4866.59,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BOM,Akasa Air,mock,1,,,,8758.03,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BOM,Akasa Air,mock,7,,,,6443.83,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BOM,Akasa Air,mock,15,,,,5135.11,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BOM,Akasa Air,mock,30,,,,5417.09,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BOM,Akasa Air,mock,45,,,,5245.32,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BLR,IndiGo,mock,1,,,,11607.51,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BLR,IndiGo,mock,7,,,,7580.61,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BLR,IndiGo,mock,15,,,,5856.57,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BLR,IndiGo,mock,30,,,,6517.44,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BLR,IndiGo,mock,45,,,,6074.04,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BLR,Air India,mock,1,,,,10821.79,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BLR,Air India,mock,7,,,,7792.19,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BLR,Air India,mock,15,,,,6360.61,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BLR,Air India,mock,30,,,,6175.51,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BLR,Air India,mock,45,,,,5951.53,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BLR,SpiceJet,mock,1,,,,9946.59,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BLR,SpiceJet,mock,7,,,,6957.17,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BLR,SpiceJet,mock,15,,,,6179.69,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BLR,SpiceJet,mock,30,,,,5556.1,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BLR,SpiceJet,mock,45,,,,5452.51,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-BLR,Akasa Air,mock,1,,,,11837.47,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-BLR,Akasa Air,mock,7,,,,7727.02,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-BLR,Akasa Air,mock,15,,,,6465.39,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-BLR,Akasa Air,mock,30,,,,6022.83,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-BLR,Akasa Air,mock,45,,,,6148.54,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,BOM-BLR,IndiGo,mock,1,,,,7541.06,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,BOM-BLR,IndiGo,mock,7,,,,4897.93,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,BOM-BLR,IndiGo,mock,15,,,,4678.52,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,BOM-BLR,IndiGo,mock,30,,,,4621.18,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,BOM-BLR,IndiGo,mock,45,,,,4228.62,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,BOM-BLR,Air India,mock,1,,,,8610.24,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,BOM-BLR,Air India,mock,7,,,,6460.25,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,BOM-BLR,Air India,mock,15,,,,4541.99,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,BOM-BLR,Air India,mock,30,,,,4848.05,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,BOM-BLR,Air India,mock,45,,,,5295.77,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,BOM-BLR,SpiceJet,mock,1,,,,8526.95,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,BOM-BLR,SpiceJet,mock,7,,,,5634.12,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,BOM-BLR,SpiceJet,mock,15,,,,4336.71,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,BOM-BLR,SpiceJet,mock,30,,,,4137.98,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,BOM-BLR,SpiceJet,mock,45,,,,4821.43,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,BOM-BLR,Akasa Air,mock,1,,,,8373.98,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,BOM-BLR,Akasa Air,mock,7,,,,5662.11,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,BOM-BLR,Akasa Air,mock,15,,,,4330.4,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,BOM-BLR,Akasa Air,mock,30,,,,4651.8,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,BOM-BLR,Akasa Air,mock,45,,,,4889.72,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-HYD,IndiGo,mock,1,,,,9136.0,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-HYD,IndiGo,mock,7,,,,5311.75,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-HYD,IndiGo,mock,15,,,,5189.81,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-HYD,IndiGo,mock,30,,,,4342.88,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-HYD,IndiGo,mock,45,,,,4461.74,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-HYD,Air India,mock,1,,,,10378.56,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-HYD,Air India,mock,7,,,,6422.57,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-HYD,Air India,mock,15,,,,5280.84,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-HYD,Air India,mock,30,,,,5626.15,available
